Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;06.11.2020 08:24:44

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;06.11.2020 07:53:39

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;0;0
25;0;0
26;0;1
27;0;0
28;0;0
29;0;3
30;2;3
31;8;1
32;5;4
33;1;0
34;2;1
35;3;2
36;2;0
37;3;1
38;4;2
39;6;2
40;6;2
41;3;2
42;8;6
43;8;3
44;6;3
45;7;5
46;10;3
47;4;1
48;6;2
49;5;0
50;3;4
51;6;4
52;12;2
53;10;2
54;8;3
55;3;3
56;9;5
57;6;2
58;7;3
59;6;5
60;12;3
61;8;1
62;5;1
63;14;2
64;6;2
65;7;0
66;12;3
67;9;3
68;10;5
69;13;5
70;4;3
71;9;4
72;11;4
73;5;4
74;8;0
75;10;1
76;4;2
77;15;5
78;7;1
79;8;0
80;7;0
81;9;5
82;5;4
83;8;1
84;7;1
85;4;1
86;13;2
87;5;2
88;10;2
89;10;3
90;6;2
91;10;2
92;11;3
93;5;3
94;8;2
95;7;3
96;5;3
97;5;4
98;3;3
99;3;2
100;7;2
101;9;0
102;9;7
103;10;2
104;10;1
105;5;5
106;7;2
107;17;4
108;6;6
109;11;2
110;10;1
111;11;2
112;10;1
113;13;6
114;13;3
115;11;3
116;18;2
117;21;2
118;6;5
119;23;4
120;12;7
121;13;7
122;16;4
123;14;4
124;15;4
125;14;4
126;23;2
127;19;2
128;15;4
129;24;4
130;21;1
131;21;0
132;22;2
133;12;3
134;21;5
135;15;4
136;26;2
137;14;4
138;10;4
139;10;4
140;12;1
141;20;1
142;8;5
143;16;2
144;14;3
145;15;6
146;14;6
147;14;0
148;11;2
149;9;2
150;8;5
151;16;4
152;15;2
153;10;3
154;11;0
155;12;4
156;11;4
157;11;3
158;12;2
159;7;1
160;9;4
161;8;2
162;10;2
163;6;8
164;9;4
165;9;2
166;6;3
167;9;3
168;6;4
169;12;5
170;12;1
171;9;5
172;10;7
173;10;3
174;9;6
175;6;5
176;13;4
177;16;6
178;9;3
179;6;7
180;12;1
181;12;5
182;10;5
183;17;3
184;11;2
185;12;1
186;15;6
187;7;5
188;12;4
189;15;7
190;14;2
191;8;0
192;14;7
193;6;2
194;13;4
195;10;4
196;10;5
197;13;3
198;12;5
199;13;3
200;10;3
201;7;6
202;5;4
203;13;5
204;9;5
205;14;3
206;10;5
207;11;1
208;12;4
209;9;2
210;13;7
211;12;2
212;13;5
213;14;3
214;8;10
215;13;3
216;9;5
217;11;5
218;6;3
219;15;4
220;10;3
221;10;3
222;11;6
223;13;1
224;14;5
225;15;4
226;10;2
227;3;9
228;12;4
229;10;5
230;10;3
231;12;3
232;11;5
233;12;2
234;12;3
235;10;1
236;7;3
237;9;6
238;9;4
239;8;5
240;6;4
241;10;3
242;11;3
243;12;1
244;9;5
245;9;2
246;8;1
247;16;3
248;15;3
249;17;3
250;16;2
251;10;3
252;18;4
253;11;1
254;8;5
255;16;6
256;18;5
257;9;3
258;13;4
259;13;2
260;14;4
261;5;7
262;17;1
263;7;2
264;15;4
265;11;3
266;16;6
267;10;6
268;9;7
269;20;4
270;19;2
271;11;3
272;16;2
273;8;5
274;13;9
275;5;5
276;10;4
277;13;1
278;11;4
279;11;4
280;7;7
281;7;4
282;17;3
283;15;3
284;13;7
285;8;4
286;9;7
287;11;4
