Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;3600
Messzeitpunkt:;11.11.2020 14:23:56

Messzeit Nullspektrum (s):;3600
Messzeitpunkt:;11.11.2020 13:21:46

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;2;0
3;1;0
4;0;0
5;0;0
6;0;0
7;1;0
8;0;0
9;0;0
10;0;0
11;0;1
12;0;1
13;0;1
14;0;0
15;0;0
16;0;1
17;0;0
18;0;0
19;0;1
20;0;1
21;1;0
22;3;0
23;1;1
24;0;3
25;10;1
26;7;5
27;5;5
28;18;8
29;66;20
30;111;44
31;78;36
32;58;9
33;29;7
34;31;18
35;43;12
36;67;20
37;76;14
38;78;33
39;99;31
40;97;23
41;97;36
42;93;32
43;116;38
44;99;34
45;113;41
46;148;40
47;135;19
48;144;30
49;158;31
50;147;37
51;131;34
52;149;21
53;152;33
54;151;32
55;181;15
56;169;29
57;149;27
58;166;43
59;144;18
60;171;32
61;143;33
62;148;28
63;163;28
64;146;32
65;137;28
66;140;31
67;152;29
68;128;29
69;130;37
70;129;42
71;137;39
72;153;27
73;115;24
74;111;26
75;124;24
76;138;38
77;128;25
78;126;33
79;106;23
80;123;35
81;94;39
82;127;36
83;104;32
84;120;30
85;135;32
86;129;42
87;103;41
88;133;40
89;142;25
90;128;37
91;120;32
92;151;29
93;147;36
94;187;34
95;143;26
96;166;31
97;162;32
98;187;46
99;203;29
100;256;38
101;224;26
102;219;38
103;244;42
104;240;40
105;259;35
106;275;39
107;258;38
108;276;41
109;330;41
110;325;37
111;341;26
112;367;45
113;347;22
114;394;31
115;380;28
116;410;37
117;430;33
118;448;39
119;467;35
120;497;52
121;468;46
122;496;40
123;492;39
124;546;45
125;537;35
126;549;43
127;542;57
128;550;43
129;554;39
130;577;42
131;560;42
132;562;45
133;513;49
134;538;42
135;530;30
136;526;36
137;481;43
138;498;51
139;444;43
140;414;43
141;435;32
142;444;34
143;439;48
144;408;31
145;344;31
146;367;49
147;351;28
148;332;41
149;306;43
150;293;49
151;314;45
152;305;49
153;268;46
154;283;52
155;277;48
156;246;47
157;242;42
158;251;37
159;229;46
160;248;45
161;182;49
162;218;43
163;190;40
164;216;50
165;195;47
166;208;58
167;215;41
168;208;41
169;195;44
170;187;45
171;209;47
172;197;61
173;170;43
174;190;54
175;173;45
176;187;66
177;170;40
178;163;40
179;172;42
180;188;39
181;179;44
182;178;51
183;207;44
184;192;47
185;192;40
186;174;39
187;200;34
188;193;48
189;181;46
190;197;53
191;172;38
192;194;58
193;206;40
194;190;55
195;195;35
196;195;43
197;194;40
198;178;43
199;196;42
200;204;47
201;225;41
202;194;35
203;212;47
204;214;42
205;212;52
206;182;40
207;183;49
208;201;49
209;193;48
210;215;41
211;179;43
212;210;41
213;203;55
214;210;40
215;191;44
216;206;54
217;217;43
218;217;60
219;215;40
220;205;47
221;205;42
222;213;39
223;221;46
224;197;51
225;214;44
226;202;39
227;235;31
228;216;47
229;193;37
230;232;45
231;246;38
232;245;53
233;225;28
234;216;35
235;233;36
236;261;42
237;271;37
238;247;51
239;252;36
240;273;40
241;247;43
242;251;48
243;308;39
244;265;51
245;255;47
246;284;55
247;267;50
248;270;62
249;261;41
250;252;42
251;293;43
252;281;40
253;322;40
254;302;39
255;297;32
256;299;40
257;285;45
258;319;47
259;291;51
260;310;46
261;297;36
262;305;35
263;301;49
264;301;47
265;344;48
266;299;36
267;301;46
268;317;60
269;269;51
270;313;49
271;280;61
272;303;54
273;290;51
274;288;56
275;305;44
276;299;52
277;319;46
278;289;48
279;290;48
280;283;45
281;292;38
282;284;49
283;258;48
284;267;60
285;288;46
286;302;48
287;287;43
