Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;3600
Messzeitpunkt:;12.11.2020 14:25:42

Messzeit Nullspektrum (s):;3600
Messzeitpunkt:;12.11.2020 13:22:45

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46111

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;1
2;0;1
3;1;0
4;1;0
5;0;0
6;0;0
7;1;0
8;1;1
9;0;0
10;0;0
11;1;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;1;0
23;10;2
24;8;2
25;3;3
26;8;0
27;12;2
28;18;8
29;69;24
30;109;43
31;88;25
32;35;18
33;31;9
34;49;21
35;53;11
36;54;15
37;62;20
38;73;19
39;111;20
40;109;32
41;124;22
42;99;30
43;103;24
44;111;22
45;124;26
46;127;29
47;128;21
48;150;34
49;142;28
50;136;33
51;149;27
52;156;42
53;142;31
54;150;30
55;148;27
56;152;32
57;184;34
58;149;26
59;168;28
60;165;41
61;173;26
62;145;31
63;159;22
64;144;32
65;145;22
66;158;24
67;142;39
68;157;26
69;129;25
70;111;31
71;112;29
72;135;33
73;137;39
74;115;24
75;115;32
76;114;31
77;115;32
78;117;36
79;136;41
80;114;40
81;130;34
82;119;28
83;134;36
84;122;31
85;133;32
86;125;35
87;130;23
88;159;31
89;140;29
90;132;30
91;121;27
92;138;39
93;157;33
94;181;41
95;142;39
96;180;36
97;169;37
98;221;47
99;214;41
100;219;43
101;214;26
102;242;27
103;242;31
104;220;35
105;235;39
106;273;45
107;297;31
108;318;50
109;314;30
110;317;45
111;322;48
112;349;39
113;379;43
114;388;41
115;383;42
116;442;30
117;426;37
118;459;40
119;418;34
120;473;41
121;452;28
122;510;35
123;505;31
124;521;44
125;517;30
126;566;38
127;521;44
128;511;50
129;553;40
130;558;43
131;509;40
132;561;44
133;529;27
134;548;45
135;516;24
136;535;53
137;514;38
138;490;50
139;485;47
140;453;38
141;466;31
142;409;37
143;411;58
144;427;45
145;373;42
146;401;43
147;381;38
148;311;37
149;334;48
150;295;41
151;298;44
152;282;42
153;304;45
154;267;52
155;266;31
156;264;38
157;222;45
158;239;42
159;254;33
160;239;67
161;219;43
162;234;36
163;225;43
164;198;29
165;210;48
166;212;46
167;210;39
168;219;37
169;194;44
170;210;34
171;180;49
172;199;40
173;191;30
174;209;46
175;175;37
176;184;39
177;170;44
178;180;41
179;181;42
180;191;39
181;162;43
182;199;49
183;195;43
184;177;54
185;171;43
186;184;47
187;201;48
188;167;45
189;190;45
190;194;47
191;197;41
192;206;53
193;200;53
194;193;47
195;203;54
196;197;48
197;186;47
198;176;41
199;191;44
200;222;54
201;179;46
202;187;39
203;194;44
204;182;40
205;169;37
206;173;39
207;190;53
208;210;51
209;217;52
210;215;43
211;174;42
212;200;47
213;189;43
214;225;35
215;199;35
216;216;42
217;191;49
218;234;50
219;187;44
220;223;44
221;217;45
222;233;44
223;207;25
224;225;38
225;194;39
226;227;42
227;219;34
228;208;46
229;194;52
230;237;39
231;240;38
232;234;33
233;218;44
234;259;36
235;257;42
236;254;35
237;259;46
238;264;40
239;254;47
240;238;45
241;263;25
242;267;43
243;244;37
244;254;44
245;260;40
246;279;50
247;290;46
248;282;40
249;274;40
250;282;38
251;281;36
252;295;53
253;280;47
254;294;54
255;265;34
256;302;35
257;291;53
258;299;49
259;302;43
260;312;41
261;307;54
262;294;56
263;298;53
264;293;35
265;283;46
266;313;47
267;314;43
268;322;46
269;309;37
270;288;44
271;284;34
272;284;55
273;291;37
274;281;49
275;317;46
276;301;52
277;300;45
278;319;64
279;275;51
280;287;54
281;249;37
282;274;46
283;293;48
284;299;49
285;273;39
286;262;50
287;243;45
