Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;3600
Messzeitpunkt:;10.11.2020 10:06:38

Messzeit Nullspektrum (s):;3600
Messzeitpunkt:;10.11.2020 09:05:17

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;1
2;0;0
3;1;0
4;0;0
5;0;0
6;0;1
7;2;0
8;0;0
9;0;0
10;0;0
11;0;1
12;0;0
13;0;0
14;0;0
15;1;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;5;1
23;5;1
24;4;2
25;7;3
26;8;5
27;4;1
28;8;4
29;19;6
30;64;18
31;125;40
32;107;33
33;47;26
34;45;13
35;42;12
36;42;17
37;44;16
38;70;25
39;69;22
40;108;26
41;106;27
42;103;31
43;100;22
44;141;30
45;120;21
46;133;27
47;129;25
48;135;33
49;144;26
50;154;27
51;131;38
52;151;27
53;136;24
54;165;38
55;157;34
56;160;30
57;183;37
58;185;22
59;151;25
60;159;36
61;171;40
62;164;30
63;135;24
64;146;35
65;144;36
66;162;32
67;154;23
68;160;29
69;152;30
70;136;23
71;137;36
72;142;33
73;115;30
74;121;29
75;105;31
76;118;41
77;95;37
78;131;19
79;124;30
80;109;30
81;120;36
82;134;37
83;124;31
84;117;25
85;143;36
86;126;35
87;124;41
88;145;20
89;115;34
90;140;35
91;147;19
92;148;43
93;150;23
94;164;36
95;160;43
96;180;35
97;164;35
98;185;44
99;183;35
100;185;38
101;193;34
102;231;32
103;225;36
104;221;49
105;241;35
106;290;42
107;273;31
108;263;39
109;303;38
110;335;38
111;316;31
112;326;34
113;343;32
114;344;38
115;374;37
116;437;41
117;415;46
118;500;26
119;435;36
120;463;36
121;495;47
122;536;45
123;459;42
124;526;36
125;506;38
126;513;38
127;539;40
128;568;50
129;498;46
130;540;45
131;544;34
132;576;39
133;543;39
134;532;42
135;504;45
136;483;31
137;493;38
138;534;51
139;498;35
140;525;34
141;400;33
142;489;45
143;444;43
144;426;33
145;378;44
146;401;52
147;350;30
148;345;39
149;312;40
150;344;47
151;346;44
152;318;43
153;320;46
154;279;42
155;299;32
156;226;40
157;249;52
158;254;34
159;236;51
160;213;39
161;205;37
162;229;36
163;213;51
164;217;50
165;202;41
166;181;59
167;211;46
168;212;49
169;197;42
170;201;53
171;197;42
172;201;51
173;195;48
174;195;42
175;185;43
176;188;40
177;179;48
178;193;49
179;204;46
180;177;54
181;184;47
182;196;47
183;180;56
184;190;45
185;203;45
186;161;33
187;168;46
188;180;48
189;203;43
190;192;46
191;169;32
192;173;40
193;190;35
194;221;46
195;170;50
196;173;50
197;174;46
198;202;39
199;199;35
200;185;32
201;193;31
202;199;46
203;187;50
204;208;46
205;204;45
206;220;53
207;181;34
208;187;48
209;181;44
210;187;44
211;191;47
212;200;43
213;193;33
214;191;53
215;216;36
216;208;39
217;204;38
218;225;37
219;218;36
220;228;51
221;174;43
222;215;48
223;243;42
224;219;41
225;234;50
226;198;42
227;226;50
228;239;38
229;208;39
230;256;30
231;223;44
232;213;47
233;232;40
234;231;41
235;259;44
236;270;33
237;257;49
238;281;33
239;240;34
240;260;45
241;262;48
242;282;50
243;261;45
244;267;51
245;276;46
246;285;53
247;287;44
248;281;56
249;262;47
250;314;53
251;287;47
252;309;51
253;285;45
254;305;44
255;302;41
256;286;34
257;298;42
258;293;47
259;309;47
260;306;47
261;266;43
262;331;51
263;274;42
264;306;39
265;279;42
266;324;49
267;313;56
268;316;59
269;285;52
270;306;54
271;294;64
272;307;48
273;310;49
274;308;52
275;340;56
276;320;40
277;284;50
278;290;53
279;312;60
280;308;56
281;259;44
282;304;50
283;292;45
284;283;43
285;279;51
286;264;46
287;287;52
