Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;3600
Messzeitpunkt:;11.11.2020 12:20:23

Messzeit Nullspektrum (s):;3600
Messzeitpunkt:;11.11.2020 11:07:16

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;1
4;0;1
5;0;0
6;0;0
7;1;0
8;0;0
9;0;0
10;1;0
11;0;0
12;0;1
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;5;2
23;0;0
24;7;4
25;9;5
26;8;4
27;6;1
28;17;5
29;60;26
30;104;43
31;82;24
32;44;11
33;24;14
34;39;12
35;46;14
36;59;17
37;87;18
38;83;35
39;102;36
40;105;44
41;102;58
42;104;54
43;107;47
44;121;54
45;103;47
46;133;39
47;140;31
48;140;39
49;143;38
50;138;32
51;139;31
52;170;39
53;144;39
54;165;43
55;161;34
56;165;38
57;155;25
58;168;44
59;139;36
60;183;30
61;165;34
62;155;46
63;145;43
64;166;35
65;128;37
66;146;37
67;129;28
68;134;33
69;149;26
70;139;31
71;123;40
72;123;31
73;130;28
74;109;31
75;129;34
76;143;34
77;116;40
78;115;26
79;130;23
80;128;33
81;93;24
82;113;28
83;129;27
84;112;31
85;130;25
86;121;26
87;133;31
88;148;34
89;155;34
90;162;30
91;131;39
92;157;33
93;135;41
94;165;47
95;169;27
96;175;37
97;157;14
98;195;43
99;213;33
100;209;37
101;216;41
102;246;42
103;223;23
104;246;50
105;242;35
106;273;38
107;258;32
108;283;40
109;325;35
110;310;34
111;336;33
112;347;44
113;391;40
114;369;45
115;404;45
116;449;42
117;411;31
118;482;52
119;450;46
120;483;36
121;482;45
122;472;37
123;502;43
124;487;42
125;519;41
126;531;46
127;517;37
128;533;40
129;548;42
130;521;40
131;555;43
132;532;34
133;514;47
134;560;40
135;487;46
136;463;39
137;465;40
138;420;56
139;456;44
140;493;39
141;409;48
142;431;43
143;445;41
144;411;38
145;358;39
146;379;45
147;391;39
148;354;37
149;293;41
150;348;41
151;308;53
152;325;54
153;243;44
154;266;39
155;257;36
156;247;39
157;260;36
158;219;44
159;229;25
160;208;44
161;209;40
162;227;52
163;220;48
164;200;48
165;205;50
166;208;30
167;223;44
168;202;37
169;205;39
170;196;49
171;205;45
172;209;57
173;179;28
174;180;75
175;212;44
176;194;50
177;176;47
178;202;42
179;169;55
180;187;39
181;174;33
182;164;44
183;163;61
184;184;36
185;203;39
186;181;49
187;189;34
188;176;33
189;174;52
190;188;53
191;175;47
192;217;58
193;177;53
194;177;46
195;190;48
196;201;43
197;183;38
198;181;46
199;184;40
200;191;47
201;187;44
202;166;52
203;204;46
204;220;52
205;205;42
206;205;48
207;214;49
208;187;46
209;192;48
210;206;36
211;204;40
212;190;58
213;204;37
214;201;31
215;210;40
216;220;56
217;207;44
218;174;37
219;228;48
220;214;36
221;224;47
222;227;48
223;238;51
224;220;52
225;192;63
226;207;36
227;225;59
228;219;58
229;245;40
230;262;54
231;250;46
232;257;51
233;228;51
234;244;47
235;214;45
236;246;40
237;216;43
238;270;45
239;222;42
240;263;35
241;235;40
242;237;45
243;250;48
244;264;47
245;297;38
246;293;44
247;304;48
248;295;38
249;270;50
250;333;43
251;257;42
252;299;60
253;273;49
254;308;35
255;254;41
256;293;39
257;289;51
258;334;35
259;328;44
260;331;50
261;318;42
262;346;46
263;311;37
264;317;41
265;312;43
266;316;50
267;267;48
268;311;43
269;277;43
270;282;63
271;331;38
272;288;42
273;287;41
274;319;36
275;279;56
276;315;47
277;292;52
278;306;49
279;273;41
280;306;41
281;274;42
282;286;49
283;271;52
284;239;52
285;290;54
286;307;45
287;286;43
