Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;3600
Messzeitpunkt:;11.11.2020 16:27:32

Messzeit Nullspektrum (s):;3600
Messzeitpunkt:;11.11.2020 15:24:37

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;1;0
3;0;0
4;0;0
5;1;0
6;0;0
7;0;0
8;2;1
9;0;0
10;0;0
11;0;0
12;0;0
13;1;0
14;0;0
15;0;1
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;2;0
23;5;1
24;4;5
25;6;3
26;9;4
27;9;4
28;20;11
29;52;26
30;127;41
31;87;19
32;62;16
33;41;13
34;46;7
35;36;6
36;56;18
37;80;22
38;90;32
39;77;24
40;105;34
41;108;32
42;109;36
43;109;32
44;122;33
45;117;34
46;127;27
47;127;25
48;114;29
49;125;32
50;145;31
51;130;32
52;144;25
53;152;30
54;146;28
55;154;28
56;165;29
57;176;29
58;161;29
59;166;27
60;153;29
61;151;40
62;140;25
63;140;25
64;144;17
65;145;33
66;131;29
67;138;43
68;148;30
69;122;26
70;135;35
71;141;32
72;115;30
73;102;36
74;128;22
75;104;27
76;117;28
77;115;31
78;106;30
79;124;34
80;103;35
81;107;40
82;127;36
83;109;30
84;124;26
85;125;39
86;140;39
87;134;32
88;154;19
89;131;36
90;159;24
91;138;34
92;168;38
93;147;35
94;147;41
95;176;35
96;152;38
97;175;33
98;194;23
99;200;43
100;210;29
101;223;29
102;234;35
103;208;31
104;249;30
105;271;33
106;231;35
107;268;32
108;302;35
109;296;25
110;340;50
111;336;30
112;327;25
113;354;36
114;395;51
115;400;34
116;403;49
117;425;44
118;443;34
119;459;44
120;469;34
121;465;32
122;486;37
123;467;46
124;521;28
125;523;35
126;522;39
127;502;37
128;516;30
129;535;52
130;581;44
131;572;41
132;572;41
133;477;32
134;518;41
135;509;35
136;490;36
137;466;38
138;479;46
139;492;50
140;487;39
141;447;28
142;459;36
143;387;35
144;409;41
145;389;34
146;359;39
147;360;47
148;341;43
149;332;46
150;308;41
151;331;28
152;296;43
153;233;35
154;279;53
155;279;39
156;243;39
157;255;35
158;255;41
159;232;46
160;235;49
161;205;32
162;233;39
163;223;38
164;217;38
165;206;41
166;206;41
167;171;39
168;196;52
169;182;44
170;218;41
171;203;57
172;188;37
173;191;43
174;198;55
175;165;43
176;206;36
177;173;49
178;212;48
179;201;43
180;191;52
181;223;48
182;188;55
183;186;42
184;171;45
185;185;52
186;201;47
187;184;54
188;216;51
189;184;48
190;219;51
191;164;45
192;196;40
193;167;44
194;184;52
195;190;49
196;205;48
197;200;46
198;185;48
199;204;31
200;220;39
201;190;39
202;200;55
203;197;51
204;214;46
205;190;36
206;196;43
207;194;48
208;184;42
209;200;45
210;197;47
211;191;51
212;217;31
213;215;49
214;216;52
215;208;47
216;218;50
217;203;45
218;204;38
219;194;45
220;208;55
221;209;37
222;205;52
223;234;43
224;222;53
225;217;58
226;242;33
227;247;39
228;252;46
229;185;45
230;226;39
231;205;34
232;247;26
233;226;25
234;238;46
235;243;46
236;247;43
237;245;40
238;256;53
239;227;38
240;254;34
241;265;31
242;269;40
243;241;42
244;284;45
245;277;42
246;273;50
247;295;51
248;289;52
249;271;46
250;261;50
251;280;44
252;297;48
253;269;37
254;315;56
255;304;43
256;324;39
257;318;50
258;335;40
259;299;49
260;288;49
261;280;40
262;301;44
263;309;64
264;319;50
265;268;29
266;267;42
267;328;47
268;247;45
269;314;43
270;310;34
271;311;37
272;305;42
273;323;54
274;321;44
275;284;43
276;279;42
277;278;45
278;286;41
279;284;42
280;296;49
281;304;44
282;292;54
283;317;56
284;266;45
285;276;57
286;292;54
287;255;55
