Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;10.11.2020 14:48:09

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;10.11.2020 14:42:40

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;0;0
25;0;0
26;0;0
27;0;0
28;1;1
29;0;0
30;2;2
31;5;3
32;1;1
33;2;0
34;1;1
35;1;5
36;3;2
37;3;1
38;4;4
39;1;2
40;3;3
41;2;5
42;3;3
43;3;3
44;3;3
45;2;2
46;2;3
47;5;3
48;5;3
49;3;3
50;4;2
51;1;0
52;2;3
53;0;1
54;3;4
55;3;1
56;3;3
57;0;1
58;3;1
59;3;2
60;2;5
61;1;0
62;5;5
63;3;3
64;1;1
65;1;4
66;7;2
67;1;2
68;7;3
69;2;1
70;5;2
71;2;3
72;5;2
73;3;7
74;4;2
75;2;2
76;3;5
77;3;3
78;6;2
79;2;3
80;4;3
81;2;3
82;3;2
83;3;1
84;4;0
85;7;5
86;4;2
87;2;0
88;4;6
89;1;2
90;6;3
91;2;5
92;3;2
93;4;3
94;1;4
95;4;3
96;4;3
97;5;3
98;2;5
99;2;0
100;4;5
101;2;8
102;4;1
103;6;2
104;9;5
105;1;3
106;4;3
107;4;3
108;4;1
109;6;2
110;4;5
111;4;4
112;0;1
113;9;4
114;11;3
115;3;4
116;2;1
117;6;4
118;4;3
119;4;2
120;6;3
121;3;2
122;6;2
123;3;4
124;2;3
125;4;2
126;3;1
127;8;2
128;5;3
129;6;6
130;2;5
131;4;1
132;10;4
133;11;4
134;5;5
135;11;4
136;9;4
137;13;4
138;6;7
139;5;2
140;5;6
141;4;2
142;9;1
143;3;2
144;4;3
145;5;3
146;5;4
147;7;5
148;7;1
149;5;2
150;5;6
151;6;2
152;5;6
153;8;7
154;6;3
155;8;4
156;5;1
157;2;2
158;6;3
159;6;4
160;3;11
161;4;3
162;7;4
163;4;9
164;5;2
165;5;6
166;0;4
167;4;2
168;2;4
169;4;2
170;8;4
171;6;0
172;2;4
173;13;1
174;3;5
175;4;1
176;6;3
177;10;2
178;5;6
179;7;2
180;7;6
181;11;2
182;6;12
183;8;4
184;8;5
185;3;5
186;5;4
187;2;3
188;5;3
189;4;5
190;6;5
191;8;4
192;6;3
193;5;7
194;7;1
195;5;5
196;4;2
197;2;3
198;5;8
199;6;6
200;4;7
201;5;3
202;9;8
203;2;12
204;4;0
205;4;3
206;7;2
207;6;5
208;4;3
209;3;4
210;4;4
211;6;6
212;8;4
213;6;5
214;8;4
215;5;7
216;1;3
217;5;1
218;11;5
219;3;5
220;5;5
221;6;2
222;7;7
223;3;5
224;8;2
225;4;4
226;7;4
227;5;5
228;1;4
229;5;5
230;6;4
231;3;1
232;8;4
233;3;3
234;2;4
235;8;8
236;7;3
237;3;5
238;7;5
239;4;2
240;4;4
241;8;6
242;7;2
243;7;4
244;5;4
245;9;1
246;4;4
247;4;3
248;4;7
249;6;2
250;1;4
251;6;2
252;7;2
253;4;1
254;6;1
255;5;5
256;6;4
257;4;6
258;2;3
259;5;2
260;6;5
261;6;6
262;9;6
263;1;6
264;10;6
265;6;3
266;3;2
267;5;5
268;8;1
269;4;1
270;6;4
271;7;6
272;2;2
273;3;2
274;8;1
275;3;3
276;7;2
277;4;3
278;3;1
279;6;5
280;1;1
281;7;6
282;5;8
283;8;3
284;6;5
285;6;7
286;4;4
287;7;2
