Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;06.11.2020 07:59:17

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;06.11.2020 07:53:39

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;1;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;1;0
25;0;0
26;0;1
27;1;0
28;0;0
29;1;3
30;3;3
31;7;1
32;5;4
33;2;0
34;0;1
35;1;2
36;1;0
37;2;1
38;7;2
39;3;2
40;2;2
41;2;2
42;6;6
43;12;3
44;5;3
45;11;5
46;2;3
47;4;1
48;8;2
49;8;0
50;15;4
51;7;4
52;7;2
53;10;2
54;8;3
55;7;3
56;8;5
57;9;2
58;4;3
59;9;5
60;9;3
61;8;1
62;13;1
63;10;2
64;4;2
65;7;0
66;6;3
67;10;3
68;11;5
69;6;5
70;7;3
71;12;4
72;11;4
73;3;4
74;11;0
75;3;1
76;4;2
77;4;5
78;4;1
79;5;0
80;11;0
81;7;5
82;11;4
83;4;1
84;6;1
85;14;1
86;8;2
87;8;2
88;5;2
89;11;3
90;9;2
91;6;2
92;4;3
93;9;3
94;6;2
95;8;3
96;11;3
97;11;4
98;9;3
99;8;2
100;6;2
101;8;0
102;14;7
103;15;2
104;12;1
105;14;5
106;21;2
107;16;4
108;21;6
109;6;2
110;11;1
111;17;2
112;15;1
113;17;6
114;16;3
115;21;3
116;12;2
117;17;2
118;13;5
119;12;4
120;23;7
121;16;7
122;27;4
123;22;4
124;26;4
125;22;4
126;26;2
127;25;2
128;29;4
129;22;4
130;32;1
131;24;0
132;28;2
133;23;3
134;28;5
135;24;4
136;26;2
137;27;4
138;35;4
139;20;4
140;27;1
141;18;1
142;27;5
143;20;2
144;16;3
145;24;6
146;18;6
147;21;0
148;20;2
149;11;2
150;10;5
151;12;4
152;17;2
153;14;3
154;10;0
155;13;4
156;12;4
157;7;3
158;10;2
159;10;1
160;13;4
161;17;2
162;12;2
163;19;8
164;16;4
165;11;2
166;8;3
167;16;3
168;9;4
169;4;5
170;5;1
171;7;5
172;17;7
173;12;3
174;9;6
175;7;5
176;8;4
177;8;6
178;7;3
179;8;7
180;9;1
181;7;5
182;8;5
183;9;3
184;5;2
185;12;1
186;12;6
187;14;5
188;15;4
189;12;7
190;12;2
191;12;0
192;4;7
193;9;2
194;7;4
195;10;4
196;5;5
197;9;3
198;10;5
199;10;3
200;8;3
201;10;6
202;16;4
203;8;5
204;9;5
205;9;3
206;9;5
207;11;1
208;14;4
209;9;2
210;7;7
211;10;2
212;12;5
213;6;3
214;6;10
215;14;3
216;6;5
217;10;5
218;11;3
219;9;4
220;12;3
221;9;3
222;16;6
223;10;1
224;11;5
225;14;4
226;7;2
227;11;9
228;15;4
229;7;5
230;11;3
231;7;3
232;12;5
233;14;2
234;12;3
235;14;1
236;17;3
237;11;6
238;15;4
239;13;5
240;10;4
241;14;3
242;18;3
243;5;1
244;16;5
245;17;2
246;13;1
247;17;3
248;14;3
249;10;3
250;14;2
251;14;3
252;15;4
253;12;1
254;15;5
255;14;6
256;13;5
257;17;3
258;16;4
259;13;2
260;9;4
261;17;7
262;17;1
263;11;2
264;17;4
265;14;3
266;13;6
267;14;6
268;20;7
269;18;4
270;14;2
271;22;3
272;21;2
273;11;5
274;15;9
275;26;5
276;9;4
277;17;1
278;20;4
279;14;4
280;16;7
281;25;4
282;12;3
283;6;3
284;14;7
285;13;4
286;19;7
287;14;4
