Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;30.11.2020 09:38:22

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;30.11.2020 08:55:03

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;3;0
2;0;0
3;3;0
4;3;0
5;3;0
6;1;0
7;1;1
8;1;0
9;4;0
10;0;0
11;0;0
12;2;0
13;1;0
14;1;0
15;0;0
16;1;0
17;1;0
18;2;0
19;1;0
20;0;0
21;0;0
22;5;0
23;20;0
24;22;0
25;33;0
26;48;1
27;38;0
28;101;2
29;340;2
30;703;2
31;531;1
32;395;2
33;245;1
34;261;1
35;307;1
36;403;1
37;464;4
38;537;1
39;646;1
40;693;2
41;720;0
42;802;3
43;769;2
44;924;5
45;836;2
46;885;0
47;966;3
48;990;5
49;982;4
50;1086;3
51;1043;4
52;1085;2
53;1060;2
54;1092;0
55;1141;3
56;1204;3
57;1169;2
58;1156;5
59;1163;1
60;1215;3
61;1147;2
62;1155;4
63;1004;0
64;1123;3
65;1021;1
66;1038;2
67;963;3
68;858;3
69;831;2
70;878;2
71;856;4
72;916;4
73;858;8
74;814;3
75;774;0
76;819;3
77;802;2
78;814;5
79;800;1
80;826;4
81;868;4
82;816;1
83;851;0
84;833;5
85;913;2
86;934;5
87;949;4
88;979;5
89;946;4
90;1021;1
91;1059;2
92;1143;5
93;1107;4
94;1317;4
95;1270;2
96;1366;2
97;1296;6
98;1431;2
99;1522;3
100;1673;3
101;1648;3
102;1873;2
103;1872;2
104;1882;1
105;2026;4
106;2085;1
107;2283;4
108;2469;1
109;2441;4
110;2630;3
111;2721;2
112;2850;2
113;2884;1
114;3199;2
115;3073;1
116;3415;4
117;3541;2
118;3821;3
119;3867;2
120;3872;6
121;3885;3
122;4288;6
123;4067;2
124;4451;5
125;4146;1
126;4356;5
127;4234;2
128;4376;5
129;4386;1
130;4332;0
131;4224;6
132;4248;2
133;4037;7
134;4171;2
135;3932;1
136;4112;4
137;3818;6
138;3795;5
139;3611;3
140;3572;1
141;3290;2
142;3413;3
143;3129;5
144;3084;2
145;2808;1
146;2741;1
147;2612;3
148;2489;2
149;2368;4
150;2322;1
151;2167;5
152;2067;4
153;1993;8
154;1993;3
155;1770;3
156;1785;5
157;1688;5
158;1734;0
159;1584;3
160;1629;5
161;1469;4
162;1561;1
163;1359;4
164;1445;6
165;1324;6
166;1396;7
167;1265;1
168;1329;3
169;1283;5
170;1270;3
171;1275;7
172;1272;6
173;1217;4
174;1267;0
175;1227;3
176;1276;5
177;1208;2
178;1271;1
179;1209;7
180;1322;6
181;1248;3
182;1253;5
183;1235;0
184;1285;5
185;1178;6
186;1346;3
187;1316;3
188;1300;2
189;1297;1
190;1313;2
191;1312;5
192;1339;2
193;1299;2
194;1367;5
195;1292;3
196;1283;8
197;1295;7
198;1336;7
199;1304;8
200;1405;2
201;1278;5
202;1336;5
203;1386;4
204;1381;3
205;1341;11
206;1421;4
207;1329;2
208;1349;3
209;1356;1
210;1371;3
211;1341;3
212;1398;4
213;1407;0
214;1456;4
215;1434;0
216;1483;4
217;1439;6
218;1496;3
219;1433;5
220;1415;2
221;1467;8
222;1504;3
223;1516;4
224;1640;3
225;1452;8
226;1500;3
227;1673;5
228;1629;6
229;1562;5
230;1576;7
231;1716;3
232;1711;4
233;1712;2
234;1774;3
235;1849;4
236;1856;2
237;1827;0
238;1883;4
239;1781;7
240;1966;2
241;1777;4
242;2007;5
243;1915;1
244;2023;6
245;1997;4
246;2068;4
247;2115;2
248;2106;1
249;2039;1
250;2108;6
251;2207;0
252;2302;7
253;2133;2
254;2259;6
255;2245;2
256;2241;6
