Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;10.11.2020 14:36:45

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;10.11.2020 14:31:09

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;0;0
25;0;0
26;0;0
27;0;0
28;0;1
29;2;1
30;2;0
31;4;6
32;4;2
33;1;2
34;1;1
35;0;3
36;1;1
37;5;1
38;1;0
39;3;1
40;2;1
41;5;4
42;3;2
43;5;1
44;4;2
45;6;2
46;4;1
47;3;3
48;2;2
49;5;4
50;3;3
51;1;2
52;3;3
53;2;3
54;2;3
55;7;2
56;5;4
57;6;3
58;3;2
59;5;0
60;1;2
61;6;1
62;2;0
63;4;1
64;5;4
65;8;2
66;3;3
67;4;4
68;4;5
69;3;6
70;7;3
71;4;4
72;4;6
73;5;2
74;5;4
75;2;2
76;4;4
77;3;4
78;4;2
79;3;1
80;4;3
81;4;3
82;5;3
83;2;2
84;2;4
85;3;2
86;9;3
87;1;6
88;7;4
89;2;0
90;3;7
91;4;1
92;1;2
93;3;4
94;6;2
95;6;3
96;1;3
97;7;1
98;5;1
99;5;5
100;3;2
101;2;3
102;3;3
103;5;6
104;4;0
105;8;8
106;8;4
107;5;4
108;2;4
109;7;1
110;6;3
111;10;4
112;12;1
113;17;2
114;9;5
115;8;1
116;10;2
117;6;5
118;5;7
119;7;3
120;5;8
121;4;2
122;11;2
123;6;5
124;4;1
125;13;3
126;8;4
127;18;2
128;9;1
129;8;1
130;17;1
131;7;0
132;9;3
133;15;2
134;14;4
135;9;0
136;16;4
137;5;3
138;10;3
139;11;2
140;8;2
141;7;1
142;3;5
143;3;3
144;11;1
145;9;3
146;7;4
147;6;0
148;6;2
149;5;2
150;15;4
151;7;4
152;6;6
153;7;3
154;9;4
155;4;7
156;6;8
157;3;2
158;4;2
159;6;6
160;8;6
161;6;3
162;7;2
163;2;6
164;7;6
165;10;2
166;8;4
167;11;3
168;6;7
169;3;5
170;7;2
171;4;7
172;8;1
173;10;5
174;11;5
175;9;2
176;4;8
177;2;7
178;4;5
179;5;5
180;5;2
181;6;3
182;11;2
183;12;6
184;5;2
185;5;5
186;5;2
187;4;6
188;10;2
189;6;5
190;10;4
191;7;4
192;6;5
193;1;2
194;6;4
195;10;3
196;5;4
197;8;1
198;6;8
199;5;3
200;6;7
201;8;3
202;7;6
203;4;1
204;7;3
205;5;3
206;7;4
207;4;5
208;9;3
209;7;4
210;4;3
211;7;3
212;12;3
213;11;2
214;5;6
215;5;2
216;9;6
217;9;4
218;4;3
219;2;11
220;5;2
221;1;6
222;6;6
223;4;2
224;4;5
225;5;1
226;8;3
227;1;5
228;10;1
229;6;4
230;6;0
231;6;2
232;5;7
233;7;4
234;4;4
235;8;6
236;6;6
237;9;0
238;7;1
239;9;3
240;6;7
241;9;3
242;6;5
243;9;3
244;5;1
245;5;4
246;4;9
247;6;3
248;4;1
249;7;3
250;8;7
251;11;0
252;7;3
253;6;5
254;7;5
255;7;1
256;4;2
257;1;1
258;5;3
259;4;2
260;8;4
261;5;3
262;5;2
263;6;1
264;3;3
265;7;5
266;7;6
267;7;3
268;1;1
269;7;3
270;13;1
271;4;11
272;6;5
273;5;3
274;7;5
275;8;5
276;9;1
277;6;1
278;8;3
279;10;4
280;12;7
281;5;3
282;7;3
283;12;1
284;6;9
285;5;2
286;7;2
287;7;2
