Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;30.11.2020 09:59:41

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;30.11.2020 08:55:03

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;1;0
5;0;0
6;0;0
7;0;1
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;1;0
23;0;0
24;0;0
25;0;0
26;0;1
27;0;0
28;1;2
29;4;2
30;11;2
31;3;1
32;1;2
33;2;1
34;2;1
35;2;1
36;4;1
37;3;4
38;5;1
39;3;1
40;5;2
41;8;0
42;7;3
43;7;2
44;3;5
45;6;2
46;9;0
47;4;3
48;9;5
49;8;4
50;6;3
51;3;4
52;4;2
53;5;2
54;7;0
55;6;3
56;9;3
57;6;2
58;13;5
59;11;1
60;5;3
61;11;2
62;5;4
63;13;0
64;6;3
65;9;1
66;7;2
67;7;3
68;6;3
69;4;2
70;10;2
71;7;4
72;7;4
73;14;8
74;2;3
75;6;0
76;8;3
77;8;2
78;3;5
79;5;1
80;12;4
81;5;4
82;4;1
83;3;0
84;8;5
85;8;2
86;2;5
87;4;4
88;5;5
89;6;4
90;11;1
91;6;2
92;4;5
93;2;4
94;7;4
95;6;2
96;3;2
97;6;6
98;13;2
99;11;3
100;7;3
101;8;3
102;10;2
103;12;2
104;14;1
105;7;4
106;15;1
107;14;4
108;10;1
109;11;4
110;19;3
111;17;2
112;19;2
113;22;1
114;17;2
115;20;1
116;23;4
117;12;2
118;19;3
119;10;2
120;23;6
121;20;3
122;18;6
123;14;2
124;21;5
125;21;1
126;28;5
127;27;2
128;27;5
129;18;1
130;18;0
131;29;6
132;25;2
133;16;7
134;21;2
135;21;1
136;29;4
137;12;6
138;24;5
139;25;3
140;14;1
141;17;2
142;13;3
143;12;5
144;13;2
145;17;1
146;18;1
147;16;3
148;14;2
149;17;4
150;12;1
151;13;5
152;11;4
153;13;8
154;13;3
155;18;3
156;10;5
157;10;5
158;15;0
159;10;3
160;10;5
161;12;4
162;11;1
163;10;4
164;5;6
165;12;6
166;10;7
167;10;1
168;8;3
169;9;5
170;8;3
171;14;7
172;7;6
173;10;4
174;7;0
175;10;3
176;11;5
177;5;2
178;14;1
179;11;7
180;9;6
181;13;3
182;11;5
183;10;0
184;9;5
185;6;6
186;6;3
187;13;3
188;15;2
189;5;1
190;10;2
191;8;5
192;7;2
193;8;2
194;12;5
195;11;3
196;9;8
197;11;7
198;10;7
199;11;8
200;12;2
201;6;5
202;13;5
203;11;4
204;7;3
205;12;11
206;12;4
207;11;2
208;10;3
209;11;1
210;4;3
211;5;3
212;12;4
213;10;0
214;10;4
215;8;0
216;10;4
217;6;6
218;10;3
219;4;5
220;5;2
221;12;8
222;11;3
223;8;4
224;11;3
225;20;8
226;10;3
227;11;5
228;12;6
229;12;5
230;10;7
231;4;3
232;12;4
233;11;2
234;12;3
235;6;4
236;11;2
237;10;0
238;16;4
239;11;7
240;9;2
241;6;4
242;13;5
243;17;1
244;14;6
245;10;4
246;12;4
247;22;2
248;11;1
249;19;1
250;11;6
251;13;0
252;20;7
253;16;2
254;18;6
255;12;2
256;9;6
257;10;3
258;16;4
259;17;4
260;15;3
261;13;8
262;17;4
263;19;4
264;17;3
265;14;2
266;7;4
267;12;4
268;11;3
269;19;2
270;13;7
271;15;5
272;16;2
273;19;4
274;16;10
275;11;2
276;18;2
277;18;7
278;13;6
279;13;2
280;6;3
281;21;1
282;16;4
283;13;2
284;11;3
285;16;6
286;11;4
287;11;5
