Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;06.11.2020 08:06:44

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;06.11.2020 07:53:39

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;2;0
25;1;0
26;1;1
27;0;0
28;0;0
29;1;3
30;7;3
31;6;1
32;8;4
33;2;0
34;2;1
35;4;2
36;7;0
37;1;1
38;4;2
39;4;2
40;9;2
41;6;2
42;18;6
43;5;3
44;14;3
45;13;5
46;8;3
47;11;1
48;10;2
49;8;0
50;6;4
51;17;4
52;14;2
53;14;2
54;10;3
55;12;3
56;18;5
57;15;2
58;12;3
59;11;5
60;13;3
61;10;1
62;11;1
63;15;2
64;16;2
65;8;0
66;13;3
67;13;3
68;8;5
69;8;5
70;11;3
71;8;4
72;9;4
73;8;4
74;17;0
75;10;1
76;11;2
77;6;5
78;10;1
79;10;0
80;9;0
81;9;5
82;8;4
83;8;1
84;7;1
85;2;1
86;12;2
87;12;2
88;7;2
89;20;3
90;10;2
91;7;2
92;16;3
93;12;3
94;13;2
95;20;3
96;23;3
97;11;4
98;21;3
99;17;2
100;21;2
101;22;0
102;21;7
103;15;2
104;16;1
105;27;5
106;21;2
107;16;4
108;35;6
109;34;2
110;32;1
111;28;2
112;22;1
113;39;6
114;21;3
115;29;3
116;33;2
117;31;2
118;38;5
119;26;4
120;40;7
121;34;7
122;48;4
123;43;4
124;46;4
125;47;4
126;51;2
127;33;2
128;51;4
129;57;4
130;45;1
131;45;0
132;39;2
133;41;3
134;51;5
135;41;4
136;32;2
137;45;4
138;41;4
139;39;4
140;41;1
141;30;1
142;22;5
143;25;2
144;43;3
145;32;6
146;29;6
147;32;0
148;23;2
149;25;2
150;23;5
151;24;4
152;22;2
153;25;3
154;19;0
155;24;4
156;24;4
157;27;3
158;18;2
159;23;1
160;17;4
161;14;2
162;25;2
163;18;8
164;16;4
165;17;2
166;19;3
167;14;3
168;11;4
169;24;5
170;14;1
171;19;5
172;18;7
173;20;3
174;18;6
175;20;5
176;10;4
177;12;6
178;11;3
179;22;7
180;16;1
181;16;5
182;17;5
183;24;3
184;13;2
185;18;1
186;17;6
187;13;5
188;21;4
189;21;7
190;19;2
191;20;0
192;17;7
193;17;2
194;11;4
195;17;4
196;20;5
197;17;3
198;12;5
199;9;3
200;14;3
201;22;6
202;16;4
203;16;5
204;16;5
205;21;3
206;17;5
207;19;1
208;25;4
209;16;2
210;12;7
211;16;2
212;17;5
213;18;3
214;21;10
215;23;3
216;19;5
217;16;5
218;14;3
219;13;4
220;20;3
221;24;3
222;30;6
223;18;1
224;18;5
225;16;4
226;20;2
227;16;9
228;20;4
229;23;5
230;19;3
231;14;3
232;21;5
233;14;2
234;18;3
235;16;1
236;23;3
237;19;6
238;24;4
239;25;5
240;26;4
241;18;3
242;17;3
243;16;1
244;22;5
245;19;2
246;34;1
247;17;3
248;15;3
249;24;3
250;29;2
251;19;3
252;26;4
253;21;1
254;33;5
255;30;6
256;30;5
257;28;3
258;22;4
259;20;2
260;23;4
261;26;7
262;27;1
263;24;2
264;31;4
265;17;3
266;20;6
267;17;6
268;19;7
269;35;4
270;25;2
271;19;3
272;23;2
273;25;5
274;21;9
275;27;5
276;21;4
277;22;1
278;25;4
279;31;4
280;21;7
281;16;4
282;21;3
283;20;3
284;24;7
285;17;4
286;22;7
287;20;4
