Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;30.11.2020 09:47:21

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;30.11.2020 08:55:03

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;1;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;1
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;1;0
25;1;0
26;2;1
27;4;0
28;3;2
29;13;2
30;25;2
31;28;1
32;13;2
33;7;1
34;11;1
35;11;1
36;14;1
37;22;4
38;34;1
39;28;1
40;26;2
41;36;0
42;42;3
43;42;2
44;40;5
45;38;2
46;44;0
47;48;3
48;53;5
49;35;4
50;39;3
51;47;4
52;56;2
53;45;2
54;60;0
55;62;3
56;57;3
57;55;2
58;33;5
59;63;1
60;49;3
61;71;2
62;46;4
63;66;0
64;43;3
65;47;1
66;51;2
67;50;3
68;48;3
69;45;2
70;33;2
71;40;4
72;36;4
73;39;8
74;39;3
75;30;0
76;35;3
77;46;2
78;41;5
79;32;1
80;41;4
81;32;4
82;39;1
83;49;0
84;40;5
85;42;2
86;35;5
87;33;4
88;40;5
89;54;4
90;40;1
91;47;2
92;44;5
93;54;4
94;48;4
95;56;2
96;70;2
97;61;6
98;61;2
99;74;3
100;67;3
101;80;3
102;91;2
103;86;2
104;87;1
105;91;4
106;88;1
107;96;4
108;102;1
109;97;4
110;104;3
111;122;2
112;127;2
113;139;1
114;130;2
115;118;1
116;133;4
117;148;2
118;156;3
119;142;2
120;173;6
121;175;3
122;172;6
123;165;2
124;190;5
125;191;1
126;199;5
127;197;2
128;181;5
129;171;1
130;213;0
131;186;6
132;181;2
133;203;7
134;186;2
135;205;1
136;185;4
137;181;6
138;179;5
139;134;3
140;176;1
141;147;2
142;157;3
143;133;5
144;157;2
145;129;1
146;136;1
147;121;3
148;102;2
149;123;4
150;116;1
151;98;5
152;111;4
153;91;8
154;100;3
155;88;3
156;86;5
157;70;5
158;77;0
159;69;3
160;76;5
161;81;4
162;95;1
163;76;4
164;61;6
165;71;6
166;68;7
167;53;1
168;68;3
169;57;5
170;60;3
171;59;7
172;60;6
173;68;4
174;66;0
175;49;3
176;43;5
177;55;2
178;54;1
179;52;7
180;59;6
181;63;3
182;52;5
183;50;0
184;57;5
185;64;6
186;52;3
187;56;3
188;68;2
189;47;1
190;79;2
191;53;5
192;54;2
193;59;2
194;69;5
195;41;3
196;61;8
197;73;7
198;53;7
199;45;8
200;56;2
201;64;5
202;77;5
203;67;4
204;69;3
205;76;11
206;59;4
207;73;2
208;82;3
209;71;1
210;53;3
211;52;3
212;57;4
213;59;0
214;54;4
215;79;0
216;72;4
217;65;6
218;71;3
219;67;5
220;67;2
221;68;8
222;77;3
223;69;4
224;71;3
225;62;8
226;72;3
227;78;5
228;68;6
229;84;5
230;69;7
231;93;3
232;85;4
233;94;2
234;102;3
235;93;4
236;91;2
237;81;0
238;102;4
239;108;7
240;78;2
241;82;4
242;82;5
243;74;1
244;92;6
245;82;4
246;106;4
247;108;2
248;100;1
249;99;1
250;107;6
251;111;0
252;98;7
253;122;2
254;98;6
255;95;2
256;103;6
257;108;3
258;104;4
259;108;4
260;122;3
261;108;8
262;99;4
263;91;4
264;96;3
265;101;2
266;97;4
267;93;4
268;91;3
269;81;2
270;105;7
271;89;5
272;106;2
273;101;4
274;116;10
275;92;2
276;114;2
277;107;7
278;76;6
279;96;2
280;90;3
281;115;1
282;90;4
283;110;2
284;89;3
285;85;6
286;96;4
287;105;5
