Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;06.11.2020 08:13:00

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;06.11.2020 07:53:39

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;1;0
20;0;0
21;0;0
22;0;0
23;2;0
24;1;0
25;1;0
26;1;1
27;3;0
28;0;0
29;7;3
30;23;3
31;37;1
32;19;4
33;12;0
34;17;1
35;16;2
36;18;0
37;23;1
38;23;2
39;26;2
40;37;2
41;33;2
42;38;6
43;38;3
44;43;3
45;40;5
46;44;3
47;34;1
48;43;2
49;40;0
50;44;4
51;38;4
52;49;2
53;58;2
54;48;3
55;72;3
56;56;5
57;64;2
58;74;3
59;63;5
60;71;3
61;75;1
62;61;1
63;64;2
64;64;2
65;51;0
66;60;3
67;43;3
68;54;5
69;53;5
70;46;3
71;52;4
72;41;4
73;54;4
74;45;0
75;44;1
76;40;2
77;35;5
78;41;1
79;49;0
80;47;0
81;41;5
82;36;4
83;52;1
84;46;1
85;45;1
86;33;2
87;54;2
88;49;2
89;42;3
90;52;2
91;38;2
92;54;3
93;58;3
94;61;2
95;57;3
96;53;3
97;60;4
98;78;3
99;69;2
100;81;2
101;68;0
102;83;7
103;105;2
104;93;1
105;100;5
106;101;2
107;102;4
108;119;6
109;106;2
110;132;1
111;116;2
112;140;1
113;138;6
114;157;3
115;157;3
116;175;2
117;172;2
118;169;5
119;177;4
120;185;7
121;201;7
122;196;4
123;209;4
124;203;4
125;222;4
126;215;2
127;215;2
128;238;4
129;192;4
130;215;1
131;211;0
132;205;2
133;233;3
134;215;5
135;217;4
136;197;2
137;191;4
138;178;4
139;196;4
140;183;1
141;188;1
142;173;5
143;185;2
144;155;3
145;126;6
146;151;6
147;141;0
148;135;2
149;140;2
150;107;5
151;113;4
152;106;2
153;109;3
154;94;0
155;82;4
156;100;4
157;88;3
158;78;2
159;72;1
160;81;4
161;69;2
162;90;2
163;64;8
164;66;4
165;94;2
166;74;3
167;70;3
168;73;4
169;74;5
170;63;1
171;65;5
172;77;7
173;60;3
174;59;6
175;52;5
176;69;4
177;62;6
178;61;3
179;58;7
180;70;1
181;68;5
182;60;5
183;69;3
184;51;2
185;66;1
186;65;6
187;75;5
188;69;4
189;57;7
190;66;2
191;68;0
192;72;7
193;69;2
194;65;4
195;64;4
196;72;5
197;60;3
198;69;5
199;58;3
200;69;3
201;74;6
202;74;4
203;74;5
204;80;5
205;67;3
206;73;5
207;78;1
208;80;4
209;65;2
210;66;7
211;60;2
212;68;5
213;71;3
214;78;10
215;64;3
216;63;5
217;71;5
218;70;3
219;67;4
220;61;3
221;83;3
222;72;6
223;78;1
224;74;5
225;85;4
226;73;2
227;81;9
228;81;4
229;73;5
230;78;3
231;79;3
232;101;5
233;74;2
234;90;3
235;99;1
236;106;3
237;94;6
238;106;4
239;89;5
240;86;4
241;98;3
242;103;3
243;104;1
244;100;5
245;94;2
246;91;1
247;121;3
248;115;3
249;98;3
250;104;2
251;119;3
252;110;4
253;98;1
254;109;5
255;123;6
256;104;5
257;99;3
258;109;4
259;122;2
260;124;4
261;97;7
262;109;1
263;99;2
264;114;4
265;120;3
266;133;6
267;99;6
268;111;7
269;120;4
270;122;2
271;108;3
272;122;2
273;107;5
274;126;9
275;120;5
276;92;4
277;111;1
278;114;4
279;108;4
280;116;7
281;110;4
282;92;3
283;102;3
284;109;7
285;107;4
286;98;7
287;107;4
