Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;30.11.2020 10:06:03

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;30.11.2020 08:55:03

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;1
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;0;0
25;1;0
26;0;1
27;0;0
28;0;2
29;3;2
30;6;2
31;3;1
32;2;2
33;2;1
34;2;1
35;2;1
36;1;1
37;3;4
38;2;1
39;0;1
40;1;2
41;3;0
42;5;3
43;5;2
44;1;5
45;3;2
46;3;0
47;4;3
48;4;5
49;4;4
50;2;3
51;2;4
52;4;2
53;3;2
54;3;0
55;5;3
56;4;3
57;6;2
58;4;5
59;2;1
60;2;3
61;2;2
62;3;4
63;5;0
64;1;3
65;2;1
66;7;2
67;4;3
68;9;3
69;4;2
70;2;2
71;4;4
72;3;4
73;2;8
74;2;3
75;4;0
76;5;3
77;3;2
78;0;5
79;4;1
80;4;4
81;3;4
82;2;1
83;3;0
84;4;5
85;1;2
86;5;5
87;0;4
88;7;5
89;2;4
90;4;1
91;1;2
92;2;5
93;5;4
94;8;4
95;5;2
96;2;2
97;3;6
98;7;2
99;8;3
100;1;3
101;1;3
102;4;2
103;3;2
104;2;1
105;5;4
106;5;1
107;1;4
108;8;1
109;10;4
110;6;3
111;4;2
112;13;2
113;6;1
114;7;2
115;5;1
116;7;4
117;6;2
118;8;3
119;4;2
120;12;6
121;7;3
122;9;6
123;10;2
124;9;5
125;6;1
126;8;5
127;6;2
128;8;5
129;11;1
130;8;0
131;6;6
132;16;2
133;10;7
134;9;2
135;6;1
136;9;4
137;15;6
138;5;5
139;7;3
140;11;1
141;9;2
142;7;3
143;9;5
144;9;2
145;7;1
146;4;1
147;7;3
148;8;2
149;6;4
150;4;1
151;9;5
152;7;4
153;9;8
154;6;3
155;5;3
156;7;5
157;3;5
158;10;0
159;5;3
160;7;5
161;5;4
162;6;1
163;9;4
164;7;6
165;6;6
166;7;7
167;5;1
168;7;3
169;2;5
170;12;3
171;4;7
172;9;6
173;4;4
174;4;0
175;5;3
176;2;5
177;8;2
178;6;1
179;3;7
180;3;6
181;8;3
182;5;5
183;5;0
184;8;5
185;3;6
186;4;3
187;4;3
188;8;2
189;4;1
190;6;2
191;2;5
192;7;2
193;4;2
194;12;5
195;6;3
196;5;8
197;4;7
198;5;7
199;8;8
200;5;2
201;1;5
202;6;5
203;7;4
204;6;3
205;6;11
206;9;4
207;3;2
208;4;3
209;5;1
210;2;3
211;8;3
212;5;4
213;7;0
214;10;4
215;5;0
216;4;4
217;3;6
218;5;3
219;9;5
220;5;2
221;5;8
222;4;3
223;6;4
224;3;3
225;3;8
226;6;3
227;4;5
228;5;6
229;5;5
230;2;7
231;4;3
232;6;4
233;4;2
234;6;3
235;3;4
236;4;2
237;9;0
238;7;4
239;10;7
240;6;2
241;7;4
242;4;5
243;6;1
244;4;6
245;8;4
246;7;4
247;6;2
248;4;1
249;3;1
250;3;6
251;4;0
252;6;7
253;12;2
254;11;6
255;4;2
256;4;6
257;8;3
258;5;4
259;6;4
260;8;3
261;4;8
262;9;4
263;5;4
264;6;3
265;6;2
266;7;4
267;7;4
268;8;3
269;8;2
270;6;7
271;2;5
272;3;2
273;8;4
274;10;10
275;3;2
276;2;2
277;5;7
278;5;6
279;6;2
280;12;3
281;10;1
282;4;4
283;6;2
284;4;3
285;7;6
286;7;4
287;4;5
