Messzeit Spektrum (s):;300
Messzeitpunkt:;06.11.2020 08:18
;
Messzeit Nullspektrum (s):;300
Messzeitpunkt:;06.11.2020 07:53
;
Verstärkung:;7.097
Hochspannung:;870
;
Kalibrierfaktor:;0.46079
;
Offset:;3
;
;Spektrum
Kanal;Impulse
0;0
1;2
2;1
3;5
4;2
5;1
6;3
7;3
8;1
9;2
10;2
11;1
12;0
13;2
14;0
15;0
16;1
17;0
18;0
19;1
20;2
21;0
22;3
23;4
24;14
25;34
26;43
27;36
28;49
29;142
30;476
31;763
32;604
33;362
34;242
35;295
36;333
37;434
38;552
39;605
40;718
41;770
42;844
43;804
44;893
45;936
46;977
47;1053
48;1075
49;1092
50;1167
51;1168
52;1162
53;1228
54;1308
55;1245
56;1318
57;1261
58;1328
59;1261
60;1365
61;1212
62;1308
63;1184
64;1184
65;1087
66;1157
67;1098
68;1038
69;1008
70;1042
71;899
72;985
73;907
74;932
75;915
76;935
77;869
78;900
79;866
80;924
81;920
82;918
83;945
84;967
85;975
86;981
87;1067
88;1062
89;1110
90;1119
91;1206
92;1161
93;1255
94;1413
95;1358
96;1462
97;1397
98;1671
99;1607
100;1762
101;1754
102;1904
103;2000
104;2203
105;2165
106;2276
107;2446
108;2652
109;2623
110;2896
111;2911
112;3156
113;3213
114;3398
115;3631
116;3664
117;3650
118;3957
119;4013
120;4261
121;4113
122;4558
123;4478
124;4749
125;4595
126;4628
127;4619
128;4904
129;4728
130;4980
131;4799
132;4848
133;4572
134;4751
135;4486
136;4449
137;4259
138;4308
139;4034
140;4034
141;3762
142;3763
143;3494
144;3413
145;3260
146;3129
147;2981
148;2956
149;2734
150;2692
151;2503
152;2425
153;2301
154;2183
155;2074
156;2039
157;1953
158;1887
159;1778
160;1834
161;1680
162;1683
163;1615
164;1515
165;1500
166;1543
167;1474
168;1580
169;1438
170;1416
171;1444
172;1424
173;1413
174;1412
175;1304
176;1359
177;1288
178;1346
179;1311
180;1411
181;1431
182;1389
183;1320
184;1394
185;1419
186;1454
187;1397
188;1470
189;1406
190;1392
191;1395
192;1464
193;1391
194;1404
195;1441
196;1411
197;1401
198;1474
199;1421
200;1504
201;1460
202;1517
203;1482
204;1559
205;1471
206;1554
207;1506
208;1538
209;1473
210;1514
211;1535
212;1486
213;1567
214;1542
215;1577
216;1610
217;1548
218;1654
219;1606
220;1624
221;1609
222;1675
223;1650
224;1613
225;1654
226;1717
227;1729
228;1827
229;1874
230;1838
231;1857
232;1869
233;1904
234;1866
235;1910
236;1971
237;2064
238;2062
239;2070
240;2091
241;2109
242;2269
243;2178
244;2240
245;2152
246;2276
247;2256
248;2352
249;2261
250;2377
251;2327
252;2446
253;2411
254;2460
255;2463
256;2468
257;2457
258;2517
259;2452
260;2527
261;2509
262;2509
263;2432
264;2399
265;2449
266;2454
267;2373
268;2496
269;2397
270;2498
271;2479
272;2440
273;2324
274;2468
275;2421
276;2373
277;2319
278;2366
279;2287
280;2404
281;2252
282;2289
283;2230
284;2260
285;2264
286;2235
287;2245
288;2147
289;1847
290;2162
291;2148
292;2112
293;1991
294;2003
295;1999
296;1996
297;1911
298;2060
299;1907
300;1980
301;1835
302;1952
303;1878
304;1955
305;1894
306;1915
307;1868
308;1962
309;1796
310;1905
311;1784
312;1775
313;1735
314;1810
315;1729
316;1803
317;1717
318;1696
319;1717
320;1710
321;1651
322;1762
323;1735
324;1701
325;1665
326;1763
327;1679
328;1768
329;1695
330;1732
331;1754
332;1773
333;1751
334;1730
335;1685
336;1754
337;1694
338;1797
339;1742
340;1672
341;1765
342;1788
343;1751
344;1739
345;1728
346;1782
347;1716
348;1780
349;1778
350;1831
351;1700
352;1666
353;1687
354;1763
355;1729
356;1718
357;1732
358;1815
359;1737
360;1785
361;1687
362;1690
363;1736
364;1787
365;1703
366;1731
367;1666
368;1794
369;1703
370;1732
371;1707
372;1753
373;1769
374;1719
375;1693
376;1792
377;1658
378;1753
379;1740
380;1822
381;1691
382;1749
383;1712
384;1791
385;1659
386;1744
387;1693
388;1702
389;1675
390;1795
391;1621
392;1748
393;1697
394;1739
395;1629
396;1745
397;1719
398;1734
399;1647
400;1732
401;1607
402;1735
403;1650
404;1630
405;1699
406;1733
407;1599
408;1670
409;1626
410;1723
411;1699
412;1654
413;1649
414;1751
415;1615
416;1607
417;1717
418;1690
419;1685
420;1706
421;1610
422;1753
423;1647
424;1698
425;1671
426;1830
427;1669
428;1848
429;1801
430;1806
431;1772
432;1886
433;1825
434;1871
435;1889
436;1857
437;1924
438;1922
439;1885
440;2012
441;1953
442;2048
443;2052
444;2083
445;2016
446;2054
447;2154
448;2219
449;2001
450;2070
451;2165
452;2195
453;2124
454;2220
455;2107
456;2190
457;2109
458;2254
459;2351
460;2340
461;2242
462;2321
463;2241
464;2355
465;2245
466;2334
467;2269
468;2281
469;2377
470;2335
471;2227
472;2368
473;2193
474;2292
475;2281
476;2229
477;2172
478;2285
479;2284
480;2053
481;2236
482;2177
483;2214
484;2177
485;2115
486;2295
487;2171
488;2200
489;2202
490;2151
491;2000
492;2156
493;2012
494;2114
495;1941
496;2019
497;2043
498;1952
499;1874
500;1961
501;1910
502;1936
503;1912
504;1848
505;1821
506;1790
507;1885
508;1824
509;1827
510;1781
511;1718
512;1719
513;1681
514;1640
515;1647
516;1616
517;1589
518;1686
519;1566
520;1662
521;1540
