Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;3600
Messzeitpunkt:;11.11.2020 10:02:21

Messzeit Nullspektrum (s):;3600
Messzeitpunkt:;11.11.2020 09:01:59

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;1;0
2;0;0
3;1;1
4;0;0
5;1;0
6;1;1
7;0;0
8;1;0
9;0;0
10;0;0
11;1;0
12;0;1
13;0;0
14;1;1
15;1;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;1;0
22;1;0
23;1;0
24;4;1
25;4;3
26;6;4
27;10;0
28;17;7
29;47;23
30;101;34
31;82;33
32;48;15
33;40;11
34;36;9
35;43;9
36;67;19
37;60;30
38;94;18
39;90;33
40;105;41
41;114;33
42;87;34
43;110;28
44;130;31
45;120;35
46;126;35
47;118;32
48;129;36
49;137;26
50;159;31
51;150;31
52;127;19
53;157;37
54;174;32
55;150;28
56;165;34
57;152;31
58;160;31
59;175;35
60;157;29
61;143;34
62;149;34
63;136;31
64;170;22
65;143;33
66;114;31
67;128;36
68;120;33
69;121;28
70;170;35
71;142;30
72;130;30
73;140;38
74;110;33
75;128;35
76;107;27
77;112;25
78;117;35
79;117;31
80;116;35
81;107;36
82;132;31
83;128;44
84;108;54
85;110;42
86;131;32
87;116;35
88;161;40
89;138;27
90;146;34
91;143;32
92;152;31
93;168;38
94;167;44
95;156;25
96;185;26
97;173;48
98;182;33
99;203;33
100;215;34
101;207;32
102;238;47
103;195;47
104;260;32
105;272;39
106;252;53
107;227;34
108;302;40
109;325;38
110;331;43
111;336;44
112;344;29
113;358;33
114;365;35
115;368;30
116;393;34
117;437;44
118;421;60
119;398;38
120;465;31
121;495;37
122;507;36
123;504;44
124;548;48
125;486;40
126;552;50
127;515;48
128;512;56
129;538;40
130;554;31
131;568;32
132;559;31
133;498;32
134;569;44
135;489;47
136;561;35
137;481;37
138;506;51
139;466;35
140;490;49
141;411;37
142;407;40
143;392;39
144;404;61
145;392;35
146;365;34
147;338;42
148;327;45
149;283;26
150;327;47
151;307;31
152;313;36
153;267;45
154;262;37
155;219;50
156;243;51
157;253;44
158;262;43
159;236;38
160;215;36
161;235;41
162;220;43
163;215;32
164;210;48
165;185;32
166;188;31
167;191;58
168;216;52
169;186;40
170;206;48
171;212;42
172;197;42
173;188;34
174;188;40
175;180;34
176;202;47
177;165;42
178;146;50
179;200;50
180;166;39
181;196;42
182;179;47
183;174;48
184;175;35
185;181;40
186;198;44
187;162;45
188;169;40
189;174;47
190;194;51
191;178;43
192;196;57
193;196;37
194;205;34
195;184;49
196;186;46
197;176;49
198;184;43
199;193;40
200;207;50
201;192;56
202;196;43
203;199;45
204;212;41
205;219;53
206;211;44
207;196;45
208;204;50
209;180;37
210;219;42
211;194;38
212;207;35
213;220;41
214;207;51
215;190;43
216;213;42
217;208;40
218;209;53
219;202;60
220;209;46
221;192;37
222;217;41
223;217;39
224;239;41
225;196;47
226;209;43
227;233;39
228;230;39
229;223;43
230;219;39
231;215;31
232;227;31
233;207;38
234;241;35
235;253;34
236;262;46
237;228;34
238;265;42
239;242;47
240;279;43
241;273;46
242;268;38
243;257;50
244;287;50
245;264;54
246;279;40
247;275;37
248;296;47
249;271;53
250;296;50
251;307;49
252;311;43
253;286;48
254;277;41
255;307;41
256;255;38
257;317;55
258;296;72
259;312;52
260;316;47
261;281;39
262;313;52
263;329;29
264;313;39
265;284;55
266;290;51
267;325;35
268;277;47
269;266;50
270;301;40
271;283;40
272;307;32
273;319;42
274;312;57
275;280;46
276;265;49
277;310;51
278;275;40
279;304;50
280;292;45
281;274;58
282;305;46
283;282;59
284;281;51
285;286;51
286;267;52
287;277;39
