Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;3600
Messzeitpunkt:;12.11.2020 10:17:40

Messzeit Nullspektrum (s):;3600
Messzeitpunkt:;12.11.2020 09:16:31

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46111

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;1;0
4;0;0
5;1;0
6;0;0
7;1;0
8;1;0
9;0;0
10;1;0
11;0;1
12;1;0
13;1;0
14;0;0
15;0;0
16;0;1
17;0;0
18;0;0
19;0;0
20;0;0
21;1;0
22;1;2
23;4;0
24;8;1
25;7;4
26;9;2
27;4;7
28;17;8
29;88;16
30;101;29
31;74;22
32;53;13
33;37;8
34;28;10
35;42;18
36;49;28
37;70;25
38;95;49
39;94;46
40;104;57
41;104;64
42;114;59
43;113;88
44;150;82
45;126;73
46;118;86
47;119;84
48;137;92
49;141;86
50;124;83
51;156;60
52;148;64
53;159;74
54;181;61
55;160;46
56;165;55
57;170;43
58;171;46
59;177;43
60;177;53
61;168;40
62;164;53
63;141;38
64;177;35
65;139;34
66;130;58
67;148;34
68;139;37
69;152;37
70;150;34
71;126;33
72;126;27
73;120;28
74;136;33
75;124;38
76;118;33
77;114;38
78;125;38
79;121;34
80;119;35
81;123;37
82;110;24
83;113;42
84;141;38
85;134;27
86;127;45
87;125;36
88;137;31
89;150;46
90;135;37
91;148;43
92;132;32
93;155;29
94;189;33
95;168;34
96;164;43
97;196;41
98;188;37
99;188;30
100;216;36
101;228;29
102;231;40
103;237;31
104;267;36
105;260;34
106;274;35
107;268;46
108;323;40
109;310;47
110;353;42
111;357;29
112;343;34
113;387;39
114;376;29
115;365;45
116;435;31
117;419;38
118;468;31
119;488;32
120;483;36
121;509;33
122;500;37
123;489;31
124;541;38
125;537;39
126;505;41
127;534;28
128;530;33
129;512;35
130;576;33
131;537;34
132;538;39
133;516;46
134;516;29
135;507;35
136;529;41
137;440;30
138;472;39
139;410;38
140;431;44
141;466;34
142;439;40
143;384;39
144;378;37
145;363;43
146;381;44
147;344;47
148;342;44
149;292;41
150;311;35
151;300;25
152;295;41
153;298;39
154;258;39
155;277;34
156;253;29
157;246;46
158;238;47
159;229;33
160;208;42
161;206;29
162;214;34
163;194;52
164;230;30
165;206;55
166;198;50
167;188;44
168;181;48
169;178;51
170;201;53
171;176;55
172;187;30
173;165;47
174;187;46
175;194;35
176;185;39
177;185;38
178;193;53
179;159;47
180;191;57
181;192;35
182;167;47
183;168;50
184;224;41
185;199;37
186;203;43
187;195;36
188;235;46
189;182;54
190;191;53
191;175;51
192;191;38
193;192;47
194;208;50
195;187;37
196;200;60
197;185;46
198;219;49
199;201;45
200;209;49
201;186;45
202;210;35
203;212;45
204;207;48
205;220;40
206;195;57
207;210;35
208;185;53
209;211;38
210;192;41
211;191;55
212;191;48
213;211;47
214;210;40
215;191;39
216;207;42
217;227;41
218;196;50
219;195;35
220;196;43
221;212;47
222;228;37
223;228;38
224;220;50
225;183;56
226;210;43
227;213;44
228;230;39
229;214;50
230;233;31
231;244;43
232;233;47
233;201;48
234;259;46
235;230;48
236;289;48
237;251;39
238;250;53
239;251;42
240;276;39
241;256;49
242;253;34
243;244;46
244;282;40
245;270;41
246;253;48
247;242;44
248;302;49
249;241;54
250;279;46
251;264;42
252;277;47
253;299;36
254;292;40
255;276;56
256;312;37
257;311;37
258;305;37
259;311;44
260;340;44
261;308;37
262;314;50
263;251;48
264;323;39
265;274;50
266;310;42
267;302;42
268;324;57
269;336;37
270;304;50
271;300;40
272;297;41
273;305;56
274;266;42
275;294;57
276;284;48
277;292;55
278;290;44
279;257;56
280;277;46
281;312;45
282;294;40
283;278;48
284;282;52
285;256;57
286;287;43
287;290;32
