Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;18.11.2020 14:45:28

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;18.11.2020 14:39:19

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46240

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;1
24;0;1
25;0;1
26;0;2
27;1;0
28;0;1
29;4;1
30;18;1
31;14;2
32;12;1
33;7;0
34;4;1
35;3;1
36;11;1
37;6;3
38;7;0
39;8;1
40;10;0
41;7;2
42;17;2
43;14;9
44;15;3
45;17;2
46;19;3
47;13;2
48;17;4
49;15;2
50;19;0
51;18;0
52;13;4
53;19;4
54;22;2
55;21;2
56;20;0
57;23;3
58;28;1
59;29;4
60;28;3
61;16;3
62;22;6
63;27;2
64;20;3
65;19;3
66;19;2
67;24;0
68;19;3
69;18;1
70;21;5
71;15;3
72;11;3
73;17;3
74;14;1
75;14;1
76;28;3
77;10;4
78;17;2
79;19;7
80;22;1
81;17;5
82;18;4
83;18;3
84;17;1
85;16;0
86;18;1
87;17;2
88;18;3
89;23;1
90;17;1
91;18;2
92;26;2
93;21;4
94;17;3
95;28;2
96;21;1
97;23;3
98;27;5
99;19;2
100;26;3
101;28;3
102;26;0
103;31;4
104;28;3
105;29;4
106;42;2
107;44;1
108;41;4
109;36;2
110;46;1
111;52;3
112;58;4
113;49;2
114;45;3
115;49;2
116;73;4
117;54;4
118;70;2
119;76;1
120;71;1
121;85;2
122;79;3
123;75;5
124;68;2
125;73;2
126;91;3
127;88;3
128;78;0
129;72;3
130;80;4
131;85;0
132;80;3
133;84;3
134;88;3
135;79;2
136;96;2
137;61;4
138;76;2
139;68;5
140;75;5
141;60;4
142;71;3
143;54;5
144;61;2
145;81;4
146;64;3
147;43;1
148;48;6
149;51;6
150;45;4
151;43;7
152;52;3
153;41;4
154;33;4
155;45;2
156;51;2
157;43;5
158;31;2
159;43;3
160;31;1
161;31;2
162;29;1
163;36;6
164;24;2
165;24;3
166;31;3
167;32;6
168;32;3
169;31;6
170;33;2
171;20;5
172;29;5
173;25;3
174;34;5
175;29;1
176;31;4
177;26;4
178;25;5
179;24;4
180;17;4
181;32;1
182;26;2
183;22;6
184;32;3
185;24;2
186;25;3
187;28;4
188;22;7
189;20;6
190;38;5
191;25;2
192;20;2
193;34;4
194;28;0
195;34;0
196;25;4
197;34;1
198;38;4
199;24;7
200;17;3
201;28;5
202;27;6
203;14;2
204;37;4
205;30;3
206;23;1
207;31;2
208;28;2
209;22;2
210;21;2
211;31;2
212;29;5
213;22;0
214;29;3
215;31;2
216;39;0
217;37;4
218;31;5
219;32;7
220;25;7
221;34;4
222;26;1
223;36;2
224;22;4
225;26;4
226;24;2
227;25;2
228;33;4
229;26;1
230;31;5
231;31;5
232;32;4
233;43;4
234;32;3
235;29;7
236;38;6
237;31;8
238;30;2
239;34;4
240;41;2
241;34;2
242;36;6
243;36;5
244;40;2
245;33;3
246;32;4
247;37;6
248;38;1
249;41;3
250;37;2
251;56;5
252;43;2
253;42;3
254;38;5
255;42;4
256;45;3
257;41;4
258;52;2
259;45;8
260;39;4
261;39;2
262;49;3
263;55;2
264;56;2
265;47;4
266;52;6
267;40;5
268;53;7
269;34;4
270;34;3
271;33;3
272;36;2
273;31;4
274;47;2
275;41;0
276;47;2
277;39;3
278;36;2
279;36;6
280;27;3
281;51;2
282;40;1
283;43;3
284;46;6
285;42;5
286;35;0
287;31;1
