Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;06.11.2020 08:30:41

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;06.11.2020 07:53:39

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;4;0
25;0;0
26;1;1
27;1;0
28;4;0
29;6;3
30;11;3
31;16;1
32;16;4
33;5;0
34;3;1
35;7;2
36;7;0
37;2;1
38;6;2
39;12;2
40;11;2
41;12;2
42;17;6
43;19;3
44;12;3
45;15;5
46;22;3
47;27;1
48;22;2
49;14;0
50;16;4
51;25;4
52;28;2
53;23;2
54;25;3
55;21;3
56;24;5
57;16;2
58;28;3
59;16;5
60;27;3
61;28;1
62;24;1
63;25;2
64;30;2
65;20;0
66;27;3
67;25;3
68;13;5
69;16;5
70;18;3
71;23;4
72;20;4
73;20;4
74;13;0
75;11;1
76;18;2
77;16;5
78;29;1
79;18;0
80;8;0
81;22;5
82;14;4
83;10;1
84;16;1
85;19;1
86;24;2
87;29;2
88;13;2
89;20;3
90;19;2
91;19;2
92;24;3
93;29;3
94;17;2
95;19;3
96;23;3
97;20;4
98;26;3
99;26;2
100;21;2
101;35;0
102;35;7
103;24;2
104;31;1
105;41;5
106;43;2
107;39;4
108;27;6
109;36;2
110;49;1
111;54;2
112;52;1
113;59;6
114;48;3
115;53;3
116;50;2
117;58;2
118;60;5
119;65;4
120;70;7
121;70;7
122;91;4
123;95;4
124;77;4
125;87;4
126;78;2
127;82;2
128;94;4
129;80;4
130;90;1
131;82;0
132;73;2
133;84;3
134;85;5
135;82;4
136;90;2
137;81;4
138;80;4
139;80;4
140;71;1
141;78;1
142;83;5
143;63;2
144;60;3
145;59;6
146;54;6
147;68;0
148;66;2
149;64;2
150;51;5
151;45;4
152;50;2
153;35;3
154;49;0
155;29;4
156;49;4
157;33;3
158;47;2
159;34;1
160;38;4
161;31;2
162;36;2
163;23;8
164;30;4
165;24;2
166;38;3
167;23;3
168;20;4
169;32;5
170;29;1
171;32;5
172;34;7
173;31;3
174;30;6
175;29;5
176;32;4
177;29;6
178;32;3
179;23;7
180;33;1
181;23;5
182;32;5
183;24;3
184;24;2
185;38;1
186;30;6
187;29;5
188;32;4
189;26;7
190;32;2
191;33;0
192;17;7
193;29;2
194;19;4
195;32;4
196;18;5
197;36;3
198;31;5
199;29;3
200;28;3
201;33;6
202;24;4
203;35;5
204;37;5
205;25;3
206;25;5
207;42;1
208;31;4
209;22;2
210;28;7
211;28;2
212;33;5
213;23;3
214;30;10
215;21;3
216;26;5
217;27;5
218;30;3
219;31;4
220;34;3
221;30;3
222;35;6
223;38;1
224;18;5
225;26;4
226;36;2
227;25;9
228;34;4
229;41;5
230;31;3
231;34;3
232;41;5
233;43;2
234;38;3
235;34;1
236;33;3
237;36;6
238;41;4
239;40;5
240;46;4
241;33;3
242;38;3
243;40;1
244;47;5
245;47;2
246;62;1
247;46;3
248;50;3
249;52;3
250;44;2
251;49;3
252;43;4
253;37;1
254;57;5
255;41;6
256;40;5
257;48;3
258;49;4
259;38;2
260;48;4
261;41;7
262;47;1
263;39;2
264;53;4
265;45;3
266;37;6
267;45;6
268;43;7
269;38;4
270;49;2
271;61;3
272;45;2
273;40;5
274;46;9
275;34;5
276;38;4
277;54;1
278;48;4
279;45;4
280;45;7
281;46;4
282;50;3
283;37;3
284;40;7
285;41;4
286;60;7
287;46;4
