Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;11.06.2021 12:54:29

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;11.06.2021 12:31:11

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46273

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;1;0
24;0;0
25;0;0
26;0;0
27;0;1
28;1;1
29;2;1
30;6;3
31;7;2
32;2;1
33;2;2
34;0;0
35;2;5
36;4;5
37;2;9
38;0;9
39;2;7
40;7;8
41;4;5
42;10;3
43;2;5
44;6;4
45;3;2
46;5;5
47;2;4
48;10;5
49;7;9
50;5;3
51;8;5
52;5;5
53;8;4
54;11;2
55;9;1
56;6;3
57;5;3
58;8;3
59;3;5
60;18;3
61;10;4
62;7;3
63;3;6
64;14;1
65;6;2
66;5;4
67;8;2
68;8;2
69;13;0
70;5;1
71;13;5
72;7;2
73;5;3
74;5;1
75;3;4
76;11;3
77;7;4
78;10;2
79;5;1
80;5;4
81;5;1
82;5;3
83;3;4
84;11;2
85;6;2
86;7;1
87;10;3
88;7;2
89;6;3
90;11;0
91;8;2
92;8;2
93;11;3
94;2;3
95;8;4
96;10;1
97;7;2
98;12;3
99;6;2
100;5;0
101;15;4
102;9;8
103;9;0
104;3;2
105;11;3
106;8;1
107;11;2
108;13;5
109;18;2
110;13;4
111;15;2
112;20;5
113;14;3
114;13;3
115;8;2
116;16;5
117;20;4
118;22;4
119;23;6
120;18;2
121;21;1
122;22;3
123;20;2
124;13;2
125;23;3
126;19;5
127;17;1
128;14;2
129;24;3
130;18;4
131;15;4
132;24;4
133;17;7
134;17;2
135;16;2
136;20;4
137;10;3
138;17;2
139;16;1
140;19;6
141;16;5
142;16;1
143;12;3
144;22;5
145;14;4
146;14;5
147;9;4
148;10;4
149;14;5
150;17;6
151;6;4
152;10;2
153;11;5
154;12;5
155;10;7
156;8;3
157;8;3
158;7;4
159;9;8
160;9;4
161;10;3
162;14;2
163;12;4
164;12;3
165;7;5
166;5;1
167;12;4
168;8;6
169;9;2
170;11;4
171;7;2
172;11;0
173;7;7
174;9;4
175;13;6
176;10;2
177;11;4
178;9;3
179;11;6
180;12;2
181;8;3
182;13;4
183;12;0
184;8;3
185;12;4
186;7;4
187;6;4
188;9;2
189;5;5
190;3;4
191;8;6
192;6;5
193;5;2
194;9;1
195;8;4
196;7;2
197;9;1
198;8;8
199;7;5
200;11;3
201;7;2
202;7;1
203;15;1
204;5;1
205;12;6
206;7;5
207;8;3
208;2;2
209;8;5
210;6;4
211;11;2
212;7;1
213;3;5
214;8;5
215;12;3
216;7;3
217;7;5
218;11;2
219;7;2
220;6;2
221;6;5
222;10;5
223;8;1
224;13;3
225;13;2
226;9;3
227;5;7
228;7;3
229;11;3
230;10;4
231;11;5
232;5;4
233;12;7
234;11;4
235;6;1
236;12;3
237;9;1
238;12;2
239;14;6
240;6;2
241;7;4
242;4;2
243;11;4
244;8;3
245;16;1
246;14;1
247;6;3
248;12;0
249;14;1
250;14;2
251;18;3
252;13;1
253;9;2
254;9;7
255;20;8
256;15;6
257;11;7
258;9;3
259;8;6
260;12;1
261;9;3
262;12;1
263;10;2
264;19;3
265;13;2
266;12;6
267;11;2
268;10;4
269;15;2
270;9;4
271;6;6
272;12;2
273;12;2
274;12;1
275;14;1
276;9;3
277;6;7
278;10;5
279;10;4
280;13;5
281;18;2
282;12;4
283;10;7
284;20;2
285;22;2
286;16;1
287;13;1
