Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;22.12.2020 10:07:57

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;22.12.2020 09:46:15

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46144

Offset:;2

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;1
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;1
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;0;2
25;0;0
26;1;0
27;0;2
28;2;1
29;3;0
30;14;3
31;2;3
32;7;0
33;3;1
34;3;2
35;5;1
36;8;2
37;5;0
38;6;1
39;6;6
40;9;2
41;8;2
42;4;2
43;10;7
44;9;1
45;10;1
46;12;0
47;9;2
48;7;3
49;10;5
50;10;4
51;11;1
52;15;1
53;12;3
54;17;2
55;9;4
56;7;2
57;12;1
58;15;2
59;12;6
60;14;2
61;6;0
62;7;1
63;7;2
64;13;2
65;10;4
66;12;4
67;8;4
68;9;0
69;11;2
70;9;1
71;5;2
72;10;4
73;11;2
74;13;7
75;11;3
76;3;3
77;5;4
78;11;2
79;10;3
80;13;5
81;9;3
82;7;2
83;16;3
84;5;2
85;12;1
86;12;1
87;15;4
88;11;7
89;15;1
90;9;4
91;12;4
92;8;0
93;10;5
94;8;5
95;10;3
96;18;3
97;11;1
98;10;2
99;16;2
100;18;4
101;14;2
102;12;4
103;19;3
104;12;4
105;21;4
106;23;6
107;24;0
108;16;2
109;16;3
110;21;1
111;25;5
112;27;4
113;21;8
114;23;8
115;28;2
116;35;2
117;36;2
118;29;1
119;30;1
120;36;2
121;34;6
122;37;2
123;35;4
124;32;4
125;35;1
126;37;3
127;33;5
128;29;2
129;28;4
130;35;4
131;32;8
132;33;2
133;36;3
134;46;6
135;26;4
136;28;5
137;32;2
138;40;3
139;43;5
140;35;3
141;31;1
142;35;2
143;23;3
144;24;4
145;32;2
146;31;1
147;23;3
148;22;4
149;27;6
150;25;5
151;23;4
152;30;5
153;27;1
154;31;2
155;19;3
156;25;6
157;19;2
158;25;4
159;11;5
160;15;8
161;7;3
162;18;5
163;12;7
164;8;5
165;19;5
166;14;6
167;13;4
168;24;1
169;11;7
170;14;4
171;9;4
172;12;1
173;12;1
174;11;3
175;15;4
176;14;1
177;13;5
178;9;5
179;16;3
180;17;4
181;18;2
182;15;1
183;16;3
184;10;2
185;17;1
186;9;9
187;14;4
188;14;6
189;12;5
190;13;0
191;19;4
192;14;3
193;13;3
194;14;3
195;15;6
196;18;6
197;15;3
198;16;5
199;22;4
200;23;4
201;10;2
202;16;1
203;7;3
204;15;5
205;16;2
206;21;2
207;23;6
208;16;6
209;11;2
210;16;3
211;15;5
212;9;3
213;17;3
214;11;3
215;20;5
216;23;3
217;11;0
218;22;0
219;10;2
220;13;1
221;10;3
222;15;9
223;16;2
224;16;3
225;18;4
226;11;3
227;15;2
228;15;4
229;16;3
230;19;4
231;16;4
232;14;1
233;21;4
234;12;1
235;17;3
236;16;2
237;14;2
238;22;5
239;18;3
240;12;3
241;15;1
242;13;3
243;25;5
244;17;4
245;16;2
246;22;3
247;15;4
248;21;3
249;15;5
250;16;3
251;16;5
252;25;4
253;22;2
254;29;10
255;21;4
256;26;3
257;27;4
258;27;1
259;25;4
260;20;5
261;19;0
262;24;7
263;15;1
264;22;3
265;24;0
266;17;4
267;25;7
268;28;5
269;17;2
270;23;6
271;27;5
272;20;4
273;19;2
274;20;2
275;20;3
276;18;8
277;24;2
278;16;6
279;23;1
280;13;4
281;23;4
282;21;5
283;28;2
284;18;1
285;20;3
286;21;5
287;23;6
