Name:;AKTUELL
Bemerkung:;

Messzeit Spektrum (s):;300
Messzeitpunkt:;10.03.2021 09:04:05

Messzeit Nullspektrum (s):;300
Messzeitpunkt:;10.03.2021 08:37:11

Verstärkung:;7.097
Hochspannung:;870

Kalibrierfaktor:;0.46079

Offset:;3

;Spektrum;Nullspektrum
Kanal;Impulse;Impulse
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;1;0
25;0;0
26;1;0
27;0;0
28;1;1
29;1;0
30;7;2
31;1;3
32;2;2
33;2;4
34;3;3
35;2;1
36;1;0
37;5;1
38;6;0
39;6;3
40;7;2
41;4;3
42;6;1
43;8;4
44;6;4
45;8;2
46;8;2
47;9;3
48;3;1
49;9;4
50;14;6
51;10;3
52;6;2
53;9;3
54;6;4
55;6;1
56;7;3
57;16;0
58;9;2
59;10;0
60;12;3
61;10;2
62;7;2
63;10;3
64;11;4
65;3;5
66;12;2
67;12;1
68;13;2
69;1;2
70;9;3
71;8;6
72;8;2
73;11;5
74;8;3
75;3;1
76;8;2
77;4;1
78;2;1
79;7;3
80;5;2
81;9;2
82;5;5
83;7;2
84;9;2
85;4;0
86;12;3
87;3;2
88;8;2
89;11;3
90;6;1
91;14;2
92;2;1
93;8;2
94;12;3
95;6;7
96;9;3
97;5;1
98;6;1
99;17;4
100;9;6
101;13;5
102;16;4
103;15;5
104;15;3
105;17;4
106;13;2
107;19;3
108;15;2
109;18;1
110;18;2
111;18;0
112;15;2
113;22;4
114;16;3
115;15;3
116;20;4
117;19;0
118;28;2
119;23;3
120;20;3
121;22;4
122;31;3
123;22;0
124;26;4
125;31;6
126;17;6
127;30;3
128;32;4
129;24;3
130;32;7
131;35;2
132;29;4
133;34;1
134;28;2
135;33;7
136;26;3
137;33;0
138;27;3
139;17;3
140;27;4
141;15;1
142;21;3
143;25;2
144;18;5
145;17;6
146;13;0
147;19;2
148;20;4
149;11;3
150;9;6
151;12;0
152;17;2
153;10;4
154;13;2
155;12;2
156;10;1
157;15;1
158;11;3
159;15;8
160;14;6
161;11;4
162;21;3
163;12;6
164;10;1
165;14;5
166;11;4
167;13;6
168;18;3
169;9;9
170;13;3
171;13;4
172;18;0
173;7;5
174;10;5
175;11;7
176;18;2
177;11;5
178;15;4
179;10;0
180;10;4
181;14;4
182;11;3
183;6;4
184;15;3
185;13;4
186;8;4
187;12;4
188;12;6
189;14;4
190;17;5
191;11;1
192;12;5
193;12;7
194;11;3
195;12;4
196;9;1
197;14;3
198;17;1
199;12;6
200;13;4
201;13;6
202;9;3
203;13;3
204;5;7
205;13;5
206;6;4
207;10;2
208;10;1
209;13;3
210;7;3
211;11;3
212;17;5
213;8;1
214;13;4
215;10;5
216;10;7
217;11;2
218;15;5
219;12;4
220;11;4
221;13;2
222;12;6
223;8;2
224;20;6
225;14;2
226;11;1
227;16;2
228;14;7
229;12;3
230;11;5
231;15;4
232;16;3
233;8;1
234;13;4
235;10;0
236;14;7
237;10;3
238;8;3
239;13;4
240;17;3
241;8;3
242;20;5
243;11;2
244;7;1
245;18;9
246;16;1
247;19;4
248;12;2
249;10;3
250;16;1
251;17;5
252;15;4
253;14;7
254;17;3
255;16;3
256;13;4
257;15;2
258;22;4
259;11;1
260;10;2
261;15;2
262;21;2
263;11;5
264;19;4
265;24;0
266;17;3
267;17;4
268;16;1
269;19;5
270;20;2
271;15;8
272;20;3
273;18;5
274;10;3
275;17;4
276;10;7
277;13;4
278;17;5
279;20;7
280;10;7
281;11;3
282;16;4
283;12;3
284;11;1
285;12;3
286;25;5
287;16;1
